description,country,variety
"This is a smooth wine, soft with just a hint of tannins and with plenty of juicy acidity. Black-currant fruitiness dominates this crisp, clean and ready to drink wine.",Portugal,Portuguese Red
"This is made from the most widely planted red grape in Vinho Verde, Vinhão. It is soft and juicy with a ripe character and almond and caramel flavors. Drink now.",Portugal,Rosé
"This crisp blend of Arinto and Fernão Pires is light and fruity. Acidity and a lively mousse make for an attractive bright wine, with toast and almonds at the end. Drink now.",Portugal,Sparkling Blend
This is a lean wine with considerable structure and acidity but perhaps not enough fruit. There is a green edge to the fruit although the tannins are ripe enough. It is ready to drink now.,Portugal,Touriga Nacional
"One of the strengths of cool Beira Interior is that it produces powerful wines without the attendant alcohol of warmer climates. That's apparent with this intense, dark wine. Blending Touriga Nacional and Tinta Roriz, the dense and brooding wine with its rich blackberry fruitiness alongside dry, mineral tannins is a study in concentration and needs to age. Drink from 2018.",Portugal,Portuguese Red
"This is an immense wine, seriously ageworthy and still very young. It is powered by the dark tannins and concentrated fruits that come from the old vines at this iconic quinta. Dark, brooding, still with its wood aging up front, this needs to age for many years. Drink from 2019.",Portugal,Portuguese Red
"Full of blackberry fruits and ripe tannins, this wine is spicy and with a perfumed character. It does have a dry core of structure to it along with rich fruits and the smoothing effect of wood aging. This is still developing and likely to be ready to drink from 2017.",Portugal,Syrah
"A mixed bag of varieties went into this soft and fruity wine. It has gentle tannins that are lifted by acidity and black currant fruitiness. With its lifestyle label (a small Vespa motor scooter), it is obviously meant to be an easy-going ready-to-drink wine. And it succeeds.",Portugal,Portuguese Red
"This hugely structured wine is solid with tannins. It has a dark, dry texture that is still masking the potential of the fruits. It is developing those blackberry flavors slowly and will need some time. Drink from 2019.",Portugal,Portuguese Red
"The maturity of this wine gives it velvetine richness, spice and leather texture. The fruit on this smooth, ripe wine is mellow and offers acidity and red cherries. It's a delight to drink now.",Portugal,Portuguese Red
"This is a gravel- and mineral-textured wine that has a very structured feel, with red berry flavors and firm tannins. Still young, it is a wine that should soften, so wait until 2016.",Portugal,Portuguese Red
"This soft and fruity wine is crisp, fragrant and fresh. It has light acidity that balances with the forward apple flavor, as well as a dry lime edginess and nervy texture. Drink now. Screwcap.",Portugal,Arinto
"With its apricot and ripe pear aromas, this is a full and rounded wine. It has a good balance between acidity and ripe fruit. It is floral, smooth and ready to drink.",Portugal,Portuguese White
"Normally grown in the Dão region, this grape needs poor soil to flourish. On its own, it makes a powerfully fruity wine packed with red fruits and some flavors of dark chocolate. The acidity is intense, and needs another few months to settle down.",Portugal,Alfrocheiro
"Crisp apples, touched with some sweetness, but finely clean and fresh, this is a great apéritif style of Vinho Verde, finishing with just a sparkle. Screwcap.",Portugal,Portuguese White
"A full wine, balanced with an attractive citrus character and some creamy texture. There is also an edge of tannin that makes it a good, fresh, food wine.",Portugal,Portuguese White
"A fine and impressively complex wine, rich, packed with sultanas and dark chocolate. Very firm, this is worth aging but drinkable now.",Portugal,Port
"An impressive Pinot Noir that brings out plenty of the varietal's characteristics: the strawberry fruit flavors, the structure and the acidity. It is from the region north of Lisbon, which has a cool maritime climate, giving the wine its depth of flavor. Age for two years.",Portugal,Pinot Noir
"Mint and red-fruit aromas dominate this classic Dão wine, with its firm tannins and mineral structure. Spice, toast and dark-berry flavors give a feeling of weight to a wine that demands to be paired with rich red meats.",Portugal,Portuguese Red
"Hovering easily between red-fruit flavors and a more mature wood-aged taste, this is a smooth Port. It is dominated by a rich texture, both juicy and spicy with a smoky hint.",Portugal,Port
"A big, bruising wine that is bursting with sweet tannins and juicy blackberry flavors. All of its acidity and attractive flavors of up-front fruit, spice and wood are clamoring for attention. Ready to drink with strong flavored food.",Portugal,Portuguese Red
"This wine is delicious with its fresh, concentrated blueberry and raspberry flavors, and the ripest tannins. The wine has a dark and tannic element, although this is well integrated into its beautiful layers of fruit.",Portugal,Portuguese Red
"A classic Portuguese blend of Touriga Nacional, Tinta Roriz and Touriga Franca, this is a medium-bodied wine with good structure and presence of tannin. Bright fruit flavors of red currant, cherry and strawberry abound on the palate, finishing fresh and clean.",Portugal,Portuguese Red
"On paper, this is an interesting blend of Aragonez and Cabernet; however, this fruity wine is much simpler than that. There is a spice element that adds some complexity, but the palate concentrates mainly on red fruits and layered acidity. Drink now.",Portugal,Portuguese Red
"A full-bodied wine, with acidity and ripe white fruits. It is soft, lightly sweetened and easy to drink.",Portugal,Portuguese White
"This is a soft, fruity blend of Roupeiro, Rabo de Ovelha and Fernão Pires. It is ripe, full of apple and crisp green fruits, shot through with acidity. Drink now.",Portugal,Portuguese White
"The short lees aging has allowed this wine to ripen and fill out. Along with the citrus acidity, it has plenty of fresh apple fruit and a zesty texture. Drink now.",Portugal,Portuguese White
"A crisp and fruity blend of Douro grapes, this is packed with raspberry fruitiness, offering delicious acidity at the end. The wine is dry and ready to drink.",Portugal,Rosé
"Made from 100% Castelâo, the local grape of Setúbal, this wine is attractively fruity, with a crisp texture. Warmer, ripe red-berry fruits contrast with the acidity, leaving a balanced wine that is ready to drink.",Portugal,Rosé
"This blend of Touriga Nacional and Cabernet Sauvignon is soft and ripe, with a good sense of structure and fruitiness. Rounded and with acidity as a counterweight, the wine is ready. Drink now.",Portugal,Portuguese Red
"This wine is earthy, with a yeasty edge. It offers plenty of Touriga Nacional's perfumed fruit although this is masked by a barnyard character that needs to blow away. The wine requires another year to show its full potential, so drink from 2018.",Portugal,Touriga Nacional
